name_of_state_or_ut,type,state_ut_code,constituency_code,constituency_name,candidate_name,candidate_party,total_votes
Maharashtra,State,S13,41,Latur,AMOL MALU HANMANTE,Independent,1099
Maharashtra,State,S13,41,Latur,ADV. KASBEKAR SHRIDHAR LIMBAJI,Rashtriya Sant Sandesh Party,994
Maharashtra,State,S13,41,Latur,BALAJI SHESHRAO BANSODE,Independent,954
Maharashtra,State,S13,41,Latur,BHIKAJI GANGARAM JADHAV,Kranti Kari Jai Hind Sena,866
Maharashtra,State,S13,41,Latur,VIKAS KONDIBA SHINDE,Maharashtra Vikas Aghadi,801
Maharashtra,State,S13,41,Latur,LAKHAN RAJARAM KAMBLE,Rashtriy Bahujan Party,795
Maharashtra,State,S13,41,Latur,BALAJI TUKARAM GAIKWAD,Bharat Peoples Sena,683
Maharashtra,State,S13,41,Latur,SUDHAKAR TUKARAM SURYAWANSHI,Independent,620
Maharashtra,State,S13,41,Latur,PAPITA RAOSAHEB RANDIVE,Independent,581
Maharashtra,State,S13,41,Latur,ADV. PRADIP S. CHINCHOLIKAR,Independent,533
Maharashtra,State,S13,41,Latur,MUKESH GOVINDRAO GHODAKE,Independent,525
Maharashtra,State,S13,41,Latur,PANKAJ GOPALRAO WAKHARADAKAR,Independent,513
Maharashtra,State,S13,41,Latur,NOTA,None of the Above,3567
Maharashtra,State,S13,43,Madha,MOHITE-PATIL DHAIRYASHEEL RAJSINH,Nationalist Congress Party – Sharadchandra Pawar,622213
Maharashtra,State,S13,43,Madha,RANJEETSINGH HINDURAO NAIK NIMBALKAR,Bharatiya Janata Party,501376
Maharashtra,State,S13,43,Madha,ER. RAMCHANDRA MAYAPPA GHUTUKADE,New Rashtriya Samaj Party,58421
Maharashtra,State,S13,43,Madha,BARASKAR RAMESH NAGNATH,Vanchit Bahujan  Aaghadi,20604
Maharashtra,State,S13,43,Madha,JANKAR SWARUP DADA,Bahujan Samaj Party,7094
Maharashtra,State,S13,43,Madha,HAKE LAXMAN SOPAN,Independent,5134
Maharashtra,State,S13,43,Madha,SITARAM VITTHAL RANDIVE,Independent,4986
Maharashtra,State,S13,43,Madha,DHANAJI SHRIPATI MASKE,Independent,4433
Maharashtra,State,S13,43,Madha,BICHUKALE SANTOSH BALASAHEB,Republican Party of India (A),4046
Maharashtra,State,S13,43,Madha,SAWANT RAHUL SHASHIKANT,Independent,3909
Maharashtra,State,S13,43,Madha,AWARE SIDDHESHWAR BHARAT,All India Forward Bloc,3067
Maharashtra,State,S13,43,Madha,HANUMANT NARAYAN MANE,Independent,2864
Maharashtra,State,S13,43,Madha,NANDU SAMBHAJI MORE,Independent,2687
Maharashtra,State,S13,43,Madha,NAVANATH BIRA MADANE,Independent,2435
Maharashtra,State,S13,43,Madha,GIRISH PRABHAKAR SHETE,Independent,2383
Maharashtra,State,S13,43,Madha,ADV. JORE SACHIN BHASKAR,Independent,2347
Maharashtra,State,S13,43,Madha,NANASAHEB RAMHARI YADAV,Independent,2214
Maharashtra,State,S13,43,Madha,KIRAN TANAJI SATHE,Independent,2175
Maharashtra,State,S13,43,Madha,BHAUSAHEB SUKHADEV LIGADE,Independent,2052
Maharashtra,State,S13,43,Madha,ER. BALIRAM SUKHADEV MORE,Independent,1953
Maharashtra,State,S13,43,Madha,KHARAT SANDIP JANARADHAN,Independent,1755
Maharashtra,State,S13,43,Madha,NARAYAN TATOBA KALEL,Independent,1560
Maharashtra,State,S13,43,Madha,KASHINATH KISAN DEOKATE,Independent,1279
Maharashtra,State,S13,43,Madha,GOPAL YESHVANT JADHAV,Bharatheeya Jawan Kisan Party,1289
Maharashtra,State,S13,43,Madha,SATYAWAN VIJAY OMBASE,Swarajya Sena (Maharashtra),1260
Maharashtra,State,S13,43,Madha,SITAPURE VINOD DILIP,Independent,1191
Maharashtra,State,S13,43,Madha,ASHOK DNYANDEV WAGHMODE,Independent,989
Maharashtra,State,S13,43,Madha,ANIL BHAGAVAN SHEDAGE,Independent,982
Maharashtra,State,S13,43,Madha,AMOL MADHUKAR KARADE,Independent,903
Maharashtra,State,S13,43,Madha,RASHID ISMAIL SHAIKH,Independent,843
Maharashtra,State,S13,43,Madha,MORE ROHIT RAMKRUSHNA,Independent,671
Maharashtra,State,S13,43,Madha,SARADE GANESH NAVNATH,Independent,601
Maharashtra,State,S13,43,Madha,NOTA,None of the Above,3702
Maharashtra,State,S13,33,Maval,SHRIRANG APPA CHANDU BARNE,Shiv Sena,692832
Maharashtra,State,S13,33,Maval,SANJOG BHIKU WAGHERE PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),596217
Maharashtra,State,S13,33,Maval,MADHAVITAI  NARESH JOSHI,Vanchit Bahujan  Aaghadi,27768
Maharashtra,State,S13,33,Maval,RAJARAM NARAYAN PATIL,Bahujan Samaj Party,14003
Maharashtra,State,S13,33,Maval,ADV JYOTISHWAR VISHNU BHOSALE,Baliraja Party,10879
Maharashtra,State,S13,33,Maval,UMAKANT RAMESHWAR MISHRA,Independent,5030
Maharashtra,State,S13,33,Maval,SANJOG  PATIL,Independent,4830
Maharashtra,State,S13,33,Maval,KAMBLE MARUTI APARAI,Independent,4829
Maharashtra,State,S13,33,Maval,AJAY HANUMANT LONDHE,Independent,4767
Maharashtra,State,S13,33,Maval,SANTOSH UBALE,Bhim Sena,3825
Maharashtra,State,S13,33,Maval,ADHALGE LAXMAN SADASHIV,Independent,3167
Maharashtra,State,S13,33,Maval,SUHAS MANOHAR RANE,Independent,2923
Maharashtra,State,S13,33,Maval,IQBAL IBRAHIM NAWDEKAR,Independent,2900
Maharashtra,State,S13,33,Maval,DADARAO KISAN KAMBLE,Independent,2642
Maharashtra,State,S13,33,Maval,RAHUL NIVRUTTI MADANE,Independent,2282
Maharashtra,State,S13,33,Maval,TUSHAR DIGAMBAR LONDHE,Bahujan Bharat Party,2203
Maharashtra,State,S13,33,Maval,RAHIM MAINUDDIN SAYYAD,Aazad Samaj Party (Kanshi Ram),2149
Maharashtra,State,S13,33,Maval,INDRAJEET D GOND,Independent,2135
Maharashtra,State,S13,33,Maval,SHIVAJI KISAN JADHAV,All India Forward Bloc,1676
Maharashtra,State,S13,33,Maval,YASHWANT VITTHAL PAWAR,Kranti Kari Jai Hind Sena,1638
Maharashtra,State,S13,33,Maval,PRAFUL PANDIT BHOSALE,Independent,1603
Maharashtra,State,S13,33,Maval,RAJENDRA MARUTI KATE,Independent,1419
Maharashtra,State,S13,33,Maval,MAHESH THAKUR,Dharmarajya Paksha,1372
Maharashtra,State,S13,33,Maval,PRASHANT RAMKRISHNA BHAGAT,Bharatheeya Jawan Kisan Party,1291
Maharashtra,State,S13,33,Maval,PANKAJ PRABHAKAR OZARKAR,Akhil Bhartiya Parivar Party,1261
Maharashtra,State,S13,33,Maval,MANOJ BHASKAR GARBADE,Independent,1233
Maharashtra,State,S13,33,Maval,HAJRAT IMAMSAB PATEL,Independent,1093
Maharashtra,State,S13,33,Maval,GOVIND GANGARAM HERODE,Independent,966
Maharashtra,State,S13,33,Maval,MADHUKAR DAMODAR THORAT,Independent,905
Maharashtra,State,S13,33,Maval,RAFIQUE RASHID QURESHI,Desh Janhit Party,829
Maharashtra,State,S13,33,Maval,CHIMAJI DHONDIBA SHINDE,Independent,757
Maharashtra,State,S13,33,Maval,ADV RAJU PATIL,Independent,670
Maharashtra,State,S13,33,Maval,MUKESH MANOHAR AGARWAL,Independent,547
Maharashtra,State,S13,33,Maval,NOTA,None of the Above,16760
Maharashtra,State,S13,26,MumbaiNorth,PIYUSH GOYAL,Bharatiya Janata Party,680146
Maharashtra,State,S13,26,MumbaiNorth,BHUSHAN PATIL,Indian National Congress,322538
Maharashtra,State,S13,26,MumbaiNorth,ADV. SONAL DIWAKAR GONDANE,Vanchit Bahujan  Aaghadi,6052
Maharashtra,State,S13,26,MumbaiNorth,RAIS DOCTOR,Bahujan Samaj Party,2923
Maharashtra,State,S13,26,MumbaiNorth,PANDEY DHARMENDRA RAMMURAT,Independent,1481
Maharashtra,State,S13,26,MumbaiNorth,DIPTI ASHOK WALAWALKAR,Independent,1472
Maharashtra,State,S13,26,MumbaiNorth,COMRADE JAYRAM VISHWAKARMA,Socialist Unity Centre Of India (COMMUNIST),1195
Maharashtra,State,S13,26,MumbaiNorth,MUNNALAL GAJRAJ PRAJAPATI,Independent,971
Maharashtra,State,S13,26,MumbaiNorth,LAXMAN YELLPPA KURADE,Independent,686
Maharashtra,State,S13,26,MumbaiNorth,ADVOCATE KAPIL K. SONI,Independent,633
Maharashtra,State,S13,26,MumbaiNorth,DEEPALI BHAWARSING SHEKHAWAT,Maharashtra Vikas Aghadi,625
Maharashtra,State,S13,26,MumbaiNorth,KAMLESH DAYABHAI VYAS,Sardar Vallabhbhai Patel Party,622
Maharashtra,State,S13,26,MumbaiNorth,BIPIN BACHUBHAI SHAH,Hindu Samaj Party,508
Maharashtra,State,S13,26,MumbaiNorth,GURUDAS RAMDAS KHAIRNAR,Independent,486
Maharashtra,State,S13,26,MumbaiNorth,RAVI BABU GAVLI,Samata Party,450
Maharashtra,State,S13,26,MumbaiNorth,JAEENDRA VASANT SURVE,Bharatheeya Jawan Kisan Party,405
Maharashtra,State,S13,26,MumbaiNorth,ALIEK SUNDER MESHRAM,Bharatiya Mulnivasi Aazad Party,396
Maharashtra,State,S13,26,MumbaiNorth,SAYED ZULFIQAR ALAM,Bahujan Maha Party,348
Maharashtra,State,S13,26,MumbaiNorth,SANJAY MAFATLAL MORAKHIA,Independent,210
Maharashtra,State,S13,26,MumbaiNorth,NOTA,None of the Above,13346
Maharashtra,State,S13,29,MumbaiNorthCentral,GAIKWAD VARSHA EKNATH,Indian National Congress,445545
Maharashtra,State,S13,29,MumbaiNorthCentral,ADV UJWAL NIKAM,Bharatiya Janata Party,429031
Maharashtra,State,S13,29,MumbaiNorthCentral,SANTOSH GANPAT AMBULGE,Vanchit Bahujan  Aaghadi,8288
Maharashtra,State,S13,29,MumbaiNorthCentral,AYYUB AMIN HUNGUND,Bahujan Samaj Party,3243
Maharashtra,State,S13,29,MumbaiNorthCentral,ANSON THOMAS,People's Party of India(secular),2211
Maharashtra,State,S13,29,MumbaiNorthCentral,RAMZAN ALI CHAUDHARY,All India Majlis-E-Ittehadul Muslimeen,1531
Maharashtra,State,S13,29,MumbaiNorthCentral,AJAZ MOHAMMAD SAFI KHAN,Independent,1041
Maharashtra,State,S13,29,MumbaiNorthCentral,HAYATULAH ABDULAH SHAIKH,Akhil Bharatiya Muslim League (Secular),821
Maharashtra,State,S13,29,MumbaiNorthCentral,NAZMAKHATHUN MOHAMMED ZAFAR KHAN,Independent,732
Maharashtra,State,S13,29,MumbaiNorthCentral,SHANTARAM S DIGHE,Independent,733
Maharashtra,State,S13,29,MumbaiNorthCentral,NARENDRA MISHRA,Independent,708
Maharashtra,State,S13,29,MumbaiNorthCentral,ADV ASIF ALI SIDDIQUIE,Independent,683
Maharashtra,State,S13,29,MumbaiNorthCentral,HARSHADA BABURAV JADHAV,Maharashtra Vikas Aghadi,690
Maharashtra,State,S13,29,MumbaiNorthCentral,RAMA ARUN SABLE,Independent,636
Maharashtra,State,S13,29,MumbaiNorthCentral,SANDEEP BHAU RAMCHANDRA JADHAV,Independent,623
Maharashtra,State,S13,29,MumbaiNorthCentral,DR GAFFAR IBRAHIM SAYED,Independent,586
Maharashtra,State,S13,29,MumbaiNorthCentral,ADV UTTAMKUMAR NAKUL SAJANI SAHU,Independent,558
Maharashtra,State,S13,29,MumbaiNorthCentral,KHAN ABBAS AHMED,Bahujan Maha Party,428
Maharashtra,State,S13,29,MumbaiNorthCentral,MUSHTAQUE HAIDER SHAIKH,Independent,405
Maharashtra,State,S13,29,MumbaiNorthCentral,DR ADV YASHWANT RAMBHAU KASBE,Bhartiya Jan Vikas Aaghadi,391
Maharashtra,State,S13,29,MumbaiNorthCentral,KURBAN SHAHADAT HUSAIN,Rashtriya Ulama Council,367
Maharashtra,State,S13,29,MumbaiNorthCentral,ABDUL TAHIR ADVOCATE BABLU RAJNIKANT,Independent,355
Maharashtra,State,S13,29,MumbaiNorthCentral,SHAUKAT ABDUL RAFIQ KHAN,Insaniyat Party,345
Maharashtra,State,S13,29,MumbaiNorthCentral,RAJESH MOHAN LOKHANDE,Independent,289
Maharashtra,State,S13,29,MumbaiNorthCentral,YUNUSALI RASHID MULLA,Independent,220
Maharashtra,State,S13,29,MumbaiNorthCentral,ADV FEROZ SHAIKH,Independent,180
Maharashtra,State,S13,29,MumbaiNorthCentral,MUZAFAR ALI SHAIKH,Independent,173
Maharashtra,State,S13,29,MumbaiNorthCentral,NOTA,None of the Above,9749
Maharashtra,State,S13,28,MumbaiNorthEast,SANJAY DINA PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),450937
Maharashtra,State,S13,28,MumbaiNorthEast,MIHIR CHANDRAKANT KOTECHA,Bharatiya Janata Party,421076
Maharashtra,State,S13,28,MumbaiNorthEast,DAULAT KADAR KHAN,Vanchit Bahujan  Aaghadi,14657
Maharashtra,State,S13,28,MumbaiNorthEast,NANDESH VITHAL UMAP,Bahujan Samaj Party,8318
Maharashtra,State,S13,28,MumbaiNorthEast,DR. SUSHMA MAURYA,Independent,2891
Maharashtra,State,S13,28,MumbaiNorthEast,SANJAY B. PATIL,National People's Party,2764
Maharashtra,State,S13,28,MumbaiNorthEast,SANJU MARUTI PAWAR,Maharashtra Vikas Aghadi,2582
Maharashtra,State,S13,28,MumbaiNorthEast,PROF. DR. PRASHANT GANGAWANE,Desh Janhit Party,2373
Maharashtra,State,S13,28,MumbaiNorthEast,PREM RAMAPATI GUPTA,Independent,1601
Maharashtra,State,S13,28,MumbaiNorthEast,MOHAMMED AHMED SHAIKH,Independent,1294
Maharashtra,State,S13,28,MumbaiNorthEast,MOHAMMAD ARMAN MOHAMMAD WASI KHAN,Rashtriya Janhit Sangharsh Party,1090
Maharashtra,State,S13,28,MumbaiNorthEast,VIDYA NAIK,Independent,979
Maharashtra,State,S13,28,MumbaiNorthEast,BHOPINDER SINGH SAINI,Viro Ke Vir Indian Party,946
Maharashtra,State,S13,28,MumbaiNorthEast,BANSODE DILIP,Independent,838
Maharashtra,State,S13,28,MumbaiNorthEast,BHAWANI H. CHOUDHARY,Sardar Vallabhbhai Patel Party,746
Maharashtra,State,S13,28,MumbaiNorthEast,DATTATRAY ARJUN UTEKAR,Bharatheeya Jawan Kisan Party,711
Maharashtra,State,S13,28,MumbaiNorthEast,COMRADE SURENDRA SIBAG,All India Forward Bloc,678
Maharashtra,State,S13,28,MumbaiNorthEast,SHAHAJI  NANAI THORAT,Independent,650
Maharashtra,State,S13,28,MumbaiNorthEast,SANJAY SAOJI DESHPANDE,Republican Party of India,641
Maharashtra,State,S13,28,MumbaiNorthEast,SANJAY PATIL,Independent,524
Maharashtra,State,S13,28,MumbaiNorthEast,NOTA,None of the Above,10173
Maharashtra,State,S13,27,MumbaiNorthWest,AMOL GAJANAN KIRTIKAR,Shiv Sena (Uddhav Balasaheb Thackrey),452596
Maharashtra,State,S13,27,MumbaiNorthWest,RAVINDRA DATTARAM WAIKAR,Shiv Sena,452644
Maharashtra,State,S13,27,MumbaiNorthWest,PARMESHWAR ASHOK RANSHUR,Vanchit Bahujan  Aaghadi,10052
Maharashtra,State,S13,27,MumbaiNorthWest,RAJESH RAMKISAN MALLAH,Bahujan Samaj Party,4812
Maharashtra,State,S13,27,MumbaiNorthWest,SAMEER MORE,Independent,3173
Maharashtra,State,S13,27,MumbaiNorthWest,SUNIL BHIMA CHAVAN,Independent,2002
Maharashtra,State,S13,27,MumbaiNorthWest,BALA VENKATESH VINAYAK NADAR,Aapki Apni Party (Peoples),1763
Maharashtra,State,S13,27,MumbaiNorthWest,ARORA SURINDER MOHAN,Bharat Jan Aadhar Party,1675
Maharashtra,State,S13,27,MumbaiNorthWest,ROHAN SATONE,Independent,1479
Maharashtra,State,S13,27,MumbaiNorthWest,ADV. SANJEEVKUMAR APPARAV KALKORI,Independent,1197
Maharashtra,State,S13,27,MumbaiNorthWest,ADV. LATA PANDURANG SHINDE,Independent,1154
Maharashtra,State,S13,27,MumbaiNorthWest,MANOJ SHRAVAN NAYAK,Right to Recall Party,1149
Maharashtra,State,S13,27,MumbaiNorthWest,HRUDA DHANANJAY SHINDE,Independent,1078
Maharashtra,State,S13,27,MumbaiNorthWest,BHARAT KHIMJI SHAH,Hindu Samaj Party,937
Maharashtra,State,S13,27,MumbaiNorthWest,SUSHMA DAYANAND MEHTA,Independent,882
Maharashtra,State,S13,27,MumbaiNorthWest,ADVOCATE KAPIL KANTILAL SONI,Independent,780
Maharashtra,State,S13,27,MumbaiNorthWest,SARIKA DABRAL,India Greens Party,768
Maharashtra,State,S13,27,MumbaiNorthWest,GAJANAN TUKARAM SONKAMBLE,Independent,501
Maharashtra,State,S13,27,MumbaiNorthWest,ADV MITESH VARSHNEY,Bhim Sena,497
Maharashtra,State,S13,27,MumbaiNorthWest,HARISHANKAR YADAV,Samaj Vikas Kranti Party,405
Maharashtra,State,S13,27,MumbaiNorthWest,SANTOSH MANIK RAYBAN,Independent,234
Maharashtra,State,S13,27,MumbaiNorthWest,NOTA,None of the Above,15161
Maharashtra,State,S13,31,MumbaiSouth,ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey),395655
Maharashtra,State,S13,31,MumbaiSouth,YAMINI YASHWANT JADHAV,Shiv Sena,342982
Maharashtra,State,S13,31,MumbaiSouth,AFZAL S. DAWOODANI,Vanchit Bahujan  Aaghadi,5612
Maharashtra,State,S13,31,MumbaiSouth,MOHAMMED SHUAIB BASHIR KHATEEB,Bahujan Samaj Party,4478
Maharashtra,State,S13,31,MumbaiSouth,ARVIND NARAYAN SAWANT,Independent,3090
Maharashtra,State,S13,31,MumbaiSouth,MOHD. NAEEM SHAIKH,Aim Political Party,1715
Maharashtra,State,S13,31,MumbaiSouth,SABEEHA KHAN,Independent,1694
Maharashtra,State,S13,31,MumbaiSouth,GOHIL MANISHA SHIVRAM,Independent,1045
Maharashtra,State,S13,31,MumbaiSouth,SHANKAR SONAWANE,Independent,862
Maharashtra,State,S13,31,MumbaiSouth,RAHUL PHANASWADIKAR,Lokshahi Ekta Party,787
Maharashtra,State,S13,31,MumbaiSouth,SUBHASH RAMESH CHIPLUNKAR,Rashtriya Kisan Bahujan Party,567
Maharashtra,State,S13,31,MumbaiSouth,PRASHANT PRAKASH GHADGE,Independent,490
Maharashtra,State,S13,31,MumbaiSouth,MOHAMMED MAHTAB SHAIKH,Independent,458
Maharashtra,State,S13,31,MumbaiSouth,MATEEN AHMED RANGREJ,Independent,267
Maharashtra,State,S13,31,MumbaiSouth,NOTA,None of the Above,13411
Maharashtra,State,S13,30,MumbaiSouthCentral,ANIL YESHWANT DESAI,Shiv Sena (Uddhav Balasaheb Thackrey),395138
Maharashtra,State,S13,30,MumbaiSouthCentral,RAHUL RAMESH SHEWALE,Shiv Sena,341754
Maharashtra,State,S13,30,MumbaiSouthCentral,ABUL HASAN ALI HASAN KHAN,Vanchit Bahujan  Aaghadi,23867
Maharashtra,State,S13,30,MumbaiSouthCentral,VIDHYASAGAR ALIAS SURESH BHIMRAO VIDHYAGAR,Bahujan Samaj Party,6532
Maharashtra,State,S13,30,MumbaiSouthCentral,AKASH LAXMAN KHARATMAL,Independent,1899
Maharashtra,State,S13,30,MumbaiSouthCentral,ASHWINI KUMAR PATHAK,Independent,1612
Maharashtra,State,S13,30,MumbaiSouthCentral,ADV. SANTOSH PUNJIRAM SANJKAR,Independent,1578
Maharashtra,State,S13,30,MumbaiSouthCentral,KARAM HUSSAIN KITABULLAH KHAN,Peace Party,1537
Maharashtra,State,S13,30,MumbaiSouthCentral,ADV. MAHENDRA TULSHIRAM BHINGARDIVE,Right to Recall Party,1444
Maharashtra,State,S13,30,MumbaiSouthCentral,SAEED CHOUDHARY,Social Democratic Party Of India,1191
Maharashtra,State,S13,30,MumbaiSouthCentral,ISHWAR VILAS TATHAWADE,Rashtriya Mahaswaraj Bhumi Party,971
Maharashtra,State,S13,30,MumbaiSouthCentral,DEEPAK M. CHAUGULE,Bahujan Republican  Socialist Party,975
Maharashtra,State,S13,30,MumbaiSouthCentral,JAHID ALI NASIR AHMED SHAIKH,Aazad Samaj Party (Kanshi Ram),959
Maharashtra,State,S13,30,MumbaiSouthCentral,DR. ARJUN MAHADEO MURUDKAR,Bharatheeya Jawan Kisan Party,930
Maharashtra,State,S13,30,MumbaiSouthCentral,VIVEK YESHWANT PATIL,Independent,714
Maharashtra,State,S13,30,MumbaiSouthCentral,NOTA,None of the Above,13423
Maharashtra,State,S13,10,Nagpur,NITIN JAIRAM GADKARI,Bharatiya Janata Party,655027
Maharashtra,State,S13,10,Nagpur,VIKAS THAKRE,Indian National Congress,517424
Maharashtra,State,S13,10,Nagpur,YOGIRAJ ALIAS YOGESH PATIRAM LANJEWAR,Bahujan Samaj Party,19242
Maharashtra,State,S13,10,Nagpur,KIVINSUKA VIRENDRA SURYAVANSHI,Desh Janhit Party,2059
Maharashtra,State,S13,10,Nagpur,ADARSH RAVISHANKAR THAKUR,Independent,1750
Maharashtra,State,S13,10,Nagpur,ADV ULHAS SHALIKRAM DUPARE,Independent,1348
Maharashtra,State,S13,10,Nagpur,FAHIM SHAMIM KHAN,Minorities Democratic Party,1073
Maharashtra,State,S13,10,Nagpur,SURAJ BALRAM MISHRA,Kunbi Bahujan Sawrajya Party,817
Maharashtra,State,S13,10,Nagpur,TEKRAJ BELKHODE,Independent,808
Maharashtra,State,S13,10,Nagpur,GARUDADRI ANAND KUMAR,Akhil Bhartiya Parivar Party,720
Maharashtra,State,S13,10,Nagpur,DHANU WALTHARE,Independent,692
Maharashtra,State,S13,10,Nagpur,VIJAY MANKAR,Ambedkarite Party of India,610
Maharashtra,State,S13,10,Nagpur,ADV. SANTOSH RAMKRISHNA LANJEWAR,All India Forward Bloc,567
Maharashtra,State,S13,10,Nagpur,VISHESH VASANTA FUTANE,Bahujan Republican  Socialist Party,562
Maharashtra,State,S13,10,Nagpur,GUNWANT HARICHANDRA SOMKUWAR,Bharatheeya Jawan Kisan Party,471
Maharashtra,State,S13,10,Nagpur,SHRIDHAR NARAYAN SALVE,Bhim Sena,451
Maharashtra,State,S13,10,Nagpur,SUNIL WANKHEDE,Rashtra Samarpan Party,322
Maharashtra,State,S13,10,Nagpur,DIPAK LAXMANRAO MASKE,Bahujan Maha Party,270
Maharashtra,State,S13,10,Nagpur,NARAYAN TUKARAM CHOUDHARI,Socialist Unity Centre Of India (COMMUNIST),251
Maharashtra,State,S13,10,Nagpur,SANTOSH TULSHIRAM CHAVHAN,Independent,242
Maharashtra,State,S13,10,Nagpur,SUSHIL PATIL,Independent,237
Maharashtra,State,S13,10,Nagpur,SACHIN RAMKRUSHNARAO WAGHADE,Independent,202
Maharashtra,State,S13,10,Nagpur,PRAFUL MANIKCHAND BHANGE,Independent,201
Maharashtra,State,S13,10,Nagpur,VINAYAK BHAURAO AWCHAT,Independent,190
Maharashtra,State,S13,10,Nagpur,BABITA RAJU AWASTHI,Independent,182
Maharashtra,State,S13,10,Nagpur,SAHIL BALCHAND TURKAR,Independent,129
Maharashtra,State,S13,10,Nagpur,NOTA,None of the Above,5474
Maharashtra,State,S13,16,Nanded,CHAVAN VASANTRAO BALWANTRAO,Indian National Congress,528894
Maharashtra,State,S13,16,Nanded,CHIKHALIKAR PRATAPRAO GOVINDRAO,Bharatiya Janata Party,469452
Maharashtra,State,S13,16,Nanded,AVINASH VISHWANATH BHOSIKAR,Vanchit Bahujan  Aaghadi,92512
Maharashtra,State,S13,16,Nanded,PANDURANG RAMA ADGULWAR,Bahujan Samaj Party,6901
Maharashtra,State,S13,16,Nanded,NIKHIL LAXMANRAO GARJE,Independent,4325
Maharashtra,State,S13,16,Nanded,NAGESH SAMBHAJI GAIKWAD,Independent,3318
Maharashtra,State,S13,16,Nanded,BHASKAR CHAMPATRAO DOIFODE,Independent,2080
Maharashtra,State,S13,16,Nanded,SUSHILA NILKANTHRAO PAWAR,Samnak Janta Party,1890
Maharashtra,State,S13,16,Nanded,ABDUL RAIS AHEMAD,Desh Janhit Party,1510
Maharashtra,State,S13,16,Nanded,DEVIDAS GOVINDRAO INGLE,Independent,1471
Maharashtra,State,S13,16,Nanded,KALPANA SANJAY GAIKWAD,Independent,1310
Maharashtra,State,S13,16,Nanded,KAUSAR SULTANA,Indian National League,1215
Maharashtra,State,S13,16,Nanded,SAHEBRAO BHIVA GAJBHARE,Independent,1193
Maharashtra,State,S13,16,Nanded,JAGDISH LAXMAN POTRE,Independent,963
Maharashtra,State,S13,16,Nanded,GAJANAN DATTRAMJI DHUMAL,Independent,950
Maharashtra,State,S13,16,Nanded,LAXMAN NAGORAO PATIL,Independent,923
Maharashtra,State,S13,16,Nanded,MAHARUDRA KESHAV POPLAITKAR,Independent,913
Maharashtra,State,S13,16,Nanded,RUKMINBAI SHANKARRAO GITE,Bharatiya Praja Surajya Paksha,903
Maharashtra,State,S13,16,Nanded,HARI PIRAJI BOYALE,Bahujan Bharat Party,878
Maharashtra,State,S13,16,Nanded,RATHOD SURESH GOPINATH,Independent,808
Maharashtra,State,S13,16,Nanded,KADAM SURAJ DEVENDRA,Independent,799
Maharashtra,State,S13,16,Nanded,RAHUL SURYAKANT YANGADE,Bahujan Mukti Party,737
Maharashtra,State,S13,16,Nanded,DNYANESHWAR RAOSAHEB KAPATE,Independent,681
Maharashtra,State,S13,16,Nanded,NOTA,None of the Above,3628
Maharashtra,State,S13,1,Nandurbar,ADV GOWAAL KAGADA PADAVI,Indian National Congress,745998
Maharashtra,State,S13,1,Nandurbar,DR HEENA VIJAYKUMAR GAVIT,Bharatiya Janata Party,586878
Maharashtra,State,S13,1,Nandurbar,ANANDA SUKALAL KOLI,Bahujan Samaj Party,10644
Maharashtra,State,S13,1,Nandurbar,SUSHILKUMAR JAHANGIR PAWARA,Independent,8887
Maharashtra,State,S13,1,Nandurbar,NIRMALA VASAVE,Peoples Party of India (Democratic),6947
Maharashtra,State,S13,1,Nandurbar,ROHIDAS GEMAJI VALVI,Independent,4947
Maharashtra,State,S13,1,Nandurbar,HEMANT MANSARAM KOLI,Vanchit Bahujan  Aaghadi,4081
Maharashtra,State,S13,1,Nandurbar,DEEPAKKUMAR MADHUKAR SHIRSATH,Independent,3571
Maharashtra,State,S13,1,Nandurbar,RAVINDRA RANJIT VALVI,Bharat Adivasi Party,2625
Maharashtra,State,S13,1,Nandurbar,JALAMSING SUTUM PAWAR,Independent,2587
Maharashtra,State,S13,1,Nandurbar,GITANJALI SHASHIKANT KOLI,Independent,2381
Maharashtra,State,S13,1,Nandurbar,NOTA,None of the Above,14123
Maharashtra,State,S13,21,Nashik,RAJABHAU (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey),616729
Maharashtra,State,S13,21,Nashik,GODSE HEMANT TUKARAM,Shiv Sena,454728
Maharashtra,State,S13,21,Nashik,KARAN PANDHARINATH GAIKAR,Vanchit Bahujan  Aaghadi,47193
Maharashtra,State,S13,21,Nashik,SHANTIGIRIJI MAUNGIRIJI MAHARAJ,Independent,44524
Maharashtra,State,S13,21,Nashik,ARUN MADHUKAR KALE,Bahujan Samaj Party,7751
Maharashtra,State,S13,21,Nashik,CHANDRAKANT KESHAVRAO THAKUR,Independent,6608
Maharashtra,State,S13,21,Nashik,AMOL SAMPATRAO KAMBLE,Rashtriya Kisan Bahujan Party,4997
Maharashtra,State,S13,21,Nashik,DARSHANA AMOL MEDHE,Prabuddha Republican Party,4736
Maharashtra,State,S13,21,Nashik,KANOJE PRAKASH GIRDHARI,Independent,3920
Maharashtra,State,S13,21,Nashik,VAMAN MAHADEV SANGALE,Dharmarajya Paksha,3861
