state_ut_code,constituency_code,constituency_name,candidate_name,candidate_party,total_votes
S01,8,Rajahmundry,GIDUGU RUDRARAJU,Indian National Congress,32508
S01,8,Rajahmundry,GANESWARA RAO PARAMATA,Bahujan Samaj Party,20409
S01,8,Rajahmundry,BATTULA BALARAMAKRISHNA,Navarang Congress Party,17008
S01,8,Rajahmundry,SALOPANTULA RAGHAVENDRA RAO,Independent,3278
S01,8,Rajahmundry,DR. MEDISI RATNARAO ALIAS VINAY,Independent,3115
S01,8,Rajahmundry,MOHANARAO SINGULURI,Jai Bharat National Party,2833
S01,8,Rajahmundry,MEDA SRINIVASA RAO,Rashtriya Praja Congress  (Secular),2429
S01,8,Rajahmundry,BOMMANABOINA VSR MURTHY,Independent,2179
S01,8,Rajahmundry,BHANU CHANDAR KURUVELLA,Independent,1958
S01,8,Rajahmundry,JALLI BALA NAVEENA,Independent,1254
S01,8,Rajahmundry,NOTA,None of the Above,24435
S01,24,Rajampet,P V MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,644844
S01,24,Rajampet,NALLARI KIRAN KUMAR REDDY,Bharatiya Janata Party,568773
S01,24,Rajampet,SHAIK BASHEED,Indian National Congress,53300
S01,24,Rajampet,ABBAVARAM UGENDRA,Bahujan Samaj Party,12363
S01,24,Rajampet,POOLA REDDY SEKHAR,Independent,6100
S01,24,Rajampet,NAGARAJU JETTI,Independent,5999
S01,24,Rajampet,PRADEEP PENAMADU,All India Forward Bloc,5672
S01,24,Rajampet,CHOUDVARAM SUBBANARASAIAH,Independent,4735
S01,24,Rajampet,PULI SREENIVASULU,Independent,4616
S01,24,Rajampet,SREENIVASULU MARRIPATI,Independent,4443
S01,24,Rajampet,AKBAR M BASHA,Anna YSR Congress Party,2411
S01,24,Rajampet,SANGARAJU NAGESWARA RAJU,Independent,1535
S01,24,Rajampet,MADA RAJA,Jaathia Chethi Vruthula Ikya Vedika Party,1415
S01,24,Rajampet,BATTHALA RAMANAIAH,Jai Bharat National Party,1366
S01,24,Rajampet,DODDAPANENI RAJA NAIDU,Independent,1318
S01,24,Rajampet,MAYANA MOHAMMED SALMAN KHAN,Liberation Congress Party,1071
S01,24,Rajampet,KASTURI OBAIAH NAIDU,Independent,887
S01,24,Rajampet,ASADI VENKATADRI,Independent,691
S01,24,Rajampet,NOTA,None of the Above,11400
S01,2,Srikakulam,KINJARAPU RAMMOHAN NAIDU,Telugu Desam,754328
S01,2,Srikakulam,TILAK PERADA,Yuvajana Sramika Rythu Congress Party,426427
S01,2,Srikakulam,PEDADA PARAMESWARA RAO,Indian National Congress,7172
S01,2,Srikakulam,SANAPALA SRAVAN KUMAR,Independent,5958
S01,2,Srikakulam,NAIDUGARI RAJASEKHAR,Bahujan Samaj Party,4742
S01,2,Srikakulam,VABA YOGESWARA RAO,Independent,3598
S01,2,Srikakulam,BETHA VIVEKANANDA MAHARAJ,Independent,2536
S01,2,Srikakulam,YEDDU LAKSHMINARAYANA,Independent,1605
S01,2,Srikakulam,BORUBADRA CHANDRAKALA,Bharatha Chaitanya Yuvajana Party,1357
S01,2,Srikakulam,IPPILI SEETHARAJU,Jai Bharat National Party,1130
S01,2,Srikakulam,KAYA DURGARAO,Navarang Congress Party,818
S01,2,Srikakulam,CHELLURI DANIYAL,Independent,816
S01,2,Srikakulam,BOMMALI TIRUPATI RAO,Pyramid Party of India,594
S01,2,Srikakulam,NOTA,None of the Above,24605
S01,23,Thirupathi(SC),GURUMOORTHY MADDILA,Yuvajana Sramika Rythu Congress Party,632228
S01,23,Thirupathi(SC),VARA PRASAD RAO VELAGAPALLI,Bharatiya Janata Party,617659
S01,23,Thirupathi(SC),CHINTA MOHAN,Indian National Congress,65523
S01,23,Thirupathi(SC),PENUMURU. GURAPPA,Bahujan Samaj Party,10506
S01,23,Thirupathi(SC),KATTAMANCHI. PRABHAKAR,Independent,5802
S01,23,Thirupathi(SC),M UMADEVI,Janata Congress,5425
S01,23,Thirupathi(SC),ALLAM.RAJA,Independent,4970
S01,23,Thirupathi(SC),VIJAY KUMAR G.SRKR,Liberation Congress Party,4302
S01,23,Thirupathi(SC),ANJAIAH.P,Republican Party of India (A),3666
S01,23,Thirupathi(SC),V.C. NAVEEN GUPTA,Independent,1731
S01,23,Thirupathi(SC),A. VARAPRASAD,Jatiya Jana Sena Party,1698
S01,23,Thirupathi(SC),SYAMDHAN KURAPATI,Aihra National Party,1568
S01,23,Thirupathi(SC),C. PUNYAMURTHY,United Republican Party of India,1515
S01,23,Thirupathi(SC),KARRA SIVA,Pyramid Party of India,1510
S01,23,Thirupathi(SC),VELURU. THEJOVATHI,Samajwadi Party,1389
S01,23,Thirupathi(SC),C. DAVID,Indian Believers Party (IBP),1239
S01,23,Thirupathi(SC),K. JEEVARATHNAM,Independent,1204
S01,23,Thirupathi(SC),DASARI. GOWTHAM,Independent,1087
S01,23,Thirupathi(SC),VIJAYA KUMAR.G,Independent,801
S01,23,Thirupathi(SC),A. MADHU,Jai Hindustan Party,711
S01,23,Thirupathi(SC),B. BHARANI BAS,Ambedkar National Congress,688
S01,23,Thirupathi(SC),Y. MAHESH,Independent,622
S01,23,Thirupathi(SC),PRASAD PATIBANDLA,Independent,608
S01,23,Thirupathi(SC),NOTA,None of the Above,16118
S01,12,Vijayawada,KESINENI SIVANATH (CHINNI),Telugu Desam,794154
S01,12,Vijayawada,KESINENI SRINIVAS  (NANI),Yuvajana Sramika Rythu Congress Party,512069
S01,12,Vijayawada,BHARGAV VALLURU,Indian National Congress,24106
S01,12,Vijayawada,KRISHNA KISHORE YANAMANDRA,Navataram Party,7878
S01,12,Vijayawada,VENKATA ASHOK PAPPURI,Independent,6672
S01,12,Vijayawada,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),Independent,3199
S01,12,Vijayawada,MEKA VENKATESWARA RAO,Bahujan Samaj Party,2233
S01,12,Vijayawada,ANIL KUMAR MADDINENI,Independent,1240
S01,12,Vijayawada,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),Telugu Rajadhikara Samiti Party,615
S01,12,Vijayawada,SYED KHAMURUNNISA,Navarang Congress Party,601
S01,12,Vijayawada,CHAGANTIPATI GANGADHAR GANDHI,Pyramid Party of India,489
S01,12,Vijayawada,DATLA LURTHU MERI,Jaibhim Rao Bharat Party,417
S01,12,Vijayawada,PERAM SIVA NAGESWARA RAO,Republican Party of India (Athawale),368
S01,12,Vijayawada,DEVARASETTY RAVEENDRA BABU,Andhra Rastra Praja Samithi,331
S01,12,Vijayawada,GUJJULA LALITHA,Socialist Unity Centre Of India (COMMUNIST),327
S01,12,Vijayawada,N DASARADHA RAMI REDDY,All India Jaihind Party,269
S01,12,Vijayawada,CHINTHALACHERUVU HEMALATHA,Jai Maha Bharath Party,244
S01,12,Vijayawada,NOTA,None of the Above,9193
S01,4,Visakhapatnam,SRIBHARAT MATHUKUMILI,Telugu Desam,907467
S01,4,Visakhapatnam,JHANSI LAKSHMI. BOTCHA.,Yuvajana Sramika Rythu Congress Party,403220
S01,4,Visakhapatnam,P. SATYA REDDY,Indian National Congress,30267
S01,4,Visakhapatnam,K.A. PAUL,Praja Shanthi Party,7696
S01,4,Visakhapatnam,PEDAPENKI SIVA PRASADA RAO,Bahujan Samaj Party,6091
S01,4,Visakhapatnam,BIKKAVOLU. CHALAMAJI,Navarang Congress Party,4884
S01,4,Visakhapatnam,V.N. SATYA NARAYANA,Rashtriya Praja Congress  (Secular),2537
S01,4,Visakhapatnam,ARUNA SRI MURALA,Independent,1993
S01,4,Visakhapatnam,VASUPILLI SURESH,Independent,1933
S01,4,Visakhapatnam,SONDI KRISHNA.,Independent,1818
S01,4,Visakhapatnam,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,1109
S01,4,Visakhapatnam,DR. GANAPATHI KONGARAPU.,Republican Party of India (A),950
S01,4,Visakhapatnam,BANNA. RAMESH,Dalita Bahujana Party,948
S01,4,Visakhapatnam,P. SATYA VANI,Pyramid Party of India,882
S01,4,Visakhapatnam,DURGA PRASAD. GUNTU,Bhartiya Rashtriya Dal,767
S01,4,Visakhapatnam,CHAPPIDI RAMU,Independent,757
S01,4,Visakhapatnam,M.G.M. KHAN,Independent,742
S01,4,Visakhapatnam,SHANKAR DEVARA YADAV,Independent,661
S01,4,Visakhapatnam,VENU MADHAV KARRI,Independent,647
S01,4,Visakhapatnam,DR. ACHUTHA BALAJI YADAV (MURAPALA),Bharatha Chaitanya Yuvajana Party,638
S01,4,Visakhapatnam,THOTA VENKATA SAI MUKUND,Praja Prasthanam Party,633
S01,4,Visakhapatnam,PIDIDHI APPARAO,Independent,580
S01,4,Visakhapatnam,G.A.N. ANAND,Independent,543
S01,4,Visakhapatnam,VADDI. HARI GANESH,Independent,520
S01,4,Visakhapatnam,JANARDHAN PONNADA.,Independent,500
S01,4,Visakhapatnam,GANAPATHI. JAGADEESWARA RAO (JAGADEESH),Jai Maha Bharath Party,500
S01,4,Visakhapatnam,JALADI VIJAYA KUMARI,Samajwadi Party,466
S01,4,Visakhapatnam,CHINTADA SURYAM,Naba Bharata Nirmana Seva Party,448
S01,4,Visakhapatnam,GANDIKOTA RAJESH,Navataram Party,393
S01,4,Visakhapatnam,KOLLI NAGA RAJU,Independent,329
S01,4,Visakhapatnam,METTA RAMA RAO,Independent,326
S01,4,Visakhapatnam,LAGUDU. GOVINDA RAO,Independent,294
S01,4,Visakhapatnam,MALLA SRAVANI,Independent,273
S01,4,Visakhapatnam,NOTA,None of the Above,5313
S01,3,Vizianagaram,APPALANAIDU KALISETTI,Telugu Desam,743113
S01,3,Vizianagaram,BELLANA CHANDRASEKHAR,Yuvajana Sramika Rythu Congress Party,493762
S01,3,Vizianagaram,BOBBILI SRINU,Indian National Congress,10623
S01,3,Vizianagaram,PEERUBANDI PRAKASH RAO,Bahujan Samaj Party,8038
S01,3,Vizianagaram,VELURI VENKATA TRINADHARAO,Independent,4152
S01,3,Vizianagaram,ALLU SRIRAMULU,Independent,3401
S01,3,Vizianagaram,SIYYADULA YELLA RAO,Independent,3107
S01,3,Vizianagaram,SRINIVASA RAO SAMBHANA,Yuga Thulasi Party,1761
S01,3,Vizianagaram,MARISERLA KRISHNAMURTHY NAIDU,Independent,1629
S01,3,Vizianagaram,VANGAPANDU MAHESWARA RAO,Naba Bharata Nirmana Seva Party,1553
S01,3,Vizianagaram,CHINNAM ARUNA KUMAR,Jaibhim Rao Bharat Party,1411
S01,3,Vizianagaram,ATCHIYYA NAIDU SAMIREDDY,Samajwadi Party,1070
S01,3,Vizianagaram,ADINARAYANA TADDI,Independent,856
S01,3,Vizianagaram,P V A ANANDA SAGAR,Independent,791
S01,3,Vizianagaram,SAKHINETI ANANTHA RAJU,Pyramid Party of India,725
S01,3,Vizianagaram,NOTA,None of the Above,23250
S02,2,ArunachalEast,TAPIR GAO,Bharatiya Janata Party,145581
S02,2,ArunachalEast,BOSIRAM SIRAM,Indian National Congress,115160
S02,2,ArunachalEast,TAMAT GAMOH,Independent,27603
S02,2,ArunachalEast,SOTAI KRI,Independent,14213
S02,2,ArunachalEast,OMAK NITIK,Independent,9369
S02,2,ArunachalEast,BANDEY MILI,Arunachal Democratic Party,6622
S02,2,ArunachalEast,NOTA,None of the Above,4895
S02,1,ArunachalWest,KIREN RIJIJU,Bharatiya Janata Party,205417
S02,1,ArunachalWest,NABAM TUKI,Indian National Congress,104679
S02,1,ArunachalWest,TECHI RANA,Independent,33314
S02,1,ArunachalWest,TOKO SHEETAL,Gana Suraksha Party,30530
S02,1,ArunachalWest,BIMPAK SIGA,Independent,11518
S02,1,ArunachalWest,RUHI TAGUNG,Independent,7821
S02,1,ArunachalWest,LEKI NORBU,Independent,2271
S02,1,ArunachalWest,TANIA JUNE,Independent,1958
S02,1,ArunachalWest,NOTA,None of the Above,2296
S03,3,Barpeta,PHANI BHUSAN CHOUDHURY,Asom Gana Parishad,860113
S03,3,Barpeta,DEEP BAYAN,Indian National Congress,637762
S03,3,Barpeta,MANORANJAN TALUKDAR,Communist Party of India  (Marxist),96138
S03,3,Barpeta,ABUL KALAM AZAD,All India Trinamool Congress,16432
S03,3,Barpeta,DEWAN MOHIBUL ISLAM,Independent,9941
S03,3,Barpeta,SAMEJ UDDIN,Bodoland Peoples Front,9692
S03,3,Barpeta,DULU AHMED,Independent,9338
S03,3,Barpeta,MATIAR RAHMAN,Independent,7935
S03,3,Barpeta,JAGANNATH RAY,Independent,5548
S03,3,Barpeta,SHAJAHAN ALI KHAN,Voters Party  International,4448
S03,3,Barpeta,AYNAL HAQUE,Independent,3192
S03,3,Barpeta,CHITRALEKHA DAS,Socialist Unity Centre Of India (COMMUNIST),3131
S03,3,Barpeta,AMZAD ALI,Republican Party of India (Athawale),2679
S03,3,Barpeta,ABUBAKKAR SIDDIQUE,Rashtriya Ulama Council,2477
S03,3,Barpeta,NOTA,None of the Above,17117
S03,4,Darrang-Udalguri,DILIP SAIKIA,Bharatiya Janata Party,868387
S03,4,Darrang-Udalguri,MADHAB RAJBANGSHI,Indian National Congress,539375
S03,4,Darrang-Udalguri,DURGADAS BORO,Bodoland Peoples Front,310574
S03,4,Darrang-Udalguri,DANIEL MARDI,Independent,14291
S03,4,Darrang-Udalguri,AROON BAROOA,Bharatheeya Jawan Kisan Party,12563
S03,4,Darrang-Udalguri,SWARNA DEVI,Gana Suraksha Party,11112
S03,4,Darrang-Udalguri,LALIT PEGU,Voters Party  International,10915
S03,4,Darrang-Udalguri,JITENDRA CHALIHA,Socialist Unity Centre Of India (COMMUNIST),7452
S03,4,Darrang-Udalguri,ABUL KASEM,Republican Party of India (Athawale),4973
S03,4,Darrang-Udalguri,BIREN BASAK,Bharatiya Gana Parishad,4623
S03,4,Darrang-Udalguri,ABDUL HAMED,Rashtriya Ulama Council,3731
S03,4,Darrang-Udalguri,NOTA,None of the Above,23204
S03,2,Dhubri,RAKIBUL HUSSAIN,Indian National Congress,1471885
S03,2,Dhubri,MOHAMMED BADRUDDIN AJMAL,All India United Democratic Front,459409
S03,2,Dhubri,ZABED ISLAM,Asom Gana Parishad,438594
S03,2,Dhubri,S. M. JIAUL HAQUE,Bharatiya Gana Parishad,12106
S03,2,Dhubri,FARUK KHAN,Independent,10994
S03,2,Dhubri,BISWAJIT RAY,Independent,7703
S03,2,Dhubri,ALAKESH ROY,Independent,6990
S03,2,Dhubri,HAFIZ BURHANUDDIN,The National Road Map Party of India,6940
S03,2,Dhubri,RADHARANI BISWAS,Hindu Samaj Party,6287
S03,2,Dhubri,TAHIDUR RAHMAN,Voters Party  International,5392
S03,2,Dhubri,SHUKUR ALI,Asom Jana Morcha,4792
S03,2,Dhubri,SURAT ZAMAN MONDAL,Socialist Unity Centre Of India (COMMUNIST),4015
S03,2,Dhubri,REJAUL KARIM,Republican Party of India (Athawale),3486
S03,2,Dhubri,NOTA,None of the Above,15015
S03,13,Dibrugarh,SARBANANDA SONOWAL,Bharatiya Janata Party,693762
S03,13,Dibrugarh,LURINJYOTI GOGOI,Assam Jatiya Parishad,414441
S03,13,Dibrugarh,MANOJ DHANOWAR,Aam Aadmi Party,137864
S03,13,Dibrugarh,NOTA,None of the Above,32255
S03,6,Diphu,AMARSING TISSO,Bharatiya Janata Party,334620
S03,6,Diphu,J. I. KATHAR,Independent,187017
S03,6,Diphu,JOY RAM ENGLENG,Indian National Congress,124019
S03,6,Diphu,JOHN BARNARD SANGMA,Gana Suraksha Party,11279
S03,6,Diphu,JOTSON BEY,Autonomous State Demand Committee,9633
S03,6,Diphu,NOTA,None of the Above,16259
S03,5,Guwahati,BIJULI KALITA  MEDHI,Bharatiya Janata Party,894887
S03,5,Guwahati,MIRA BORTHAKUR GOSWAMI,Indian National Congress,643797
S03,5,Guwahati,DIPAK KR BORO,Voters Party  International,8548
S03,5,Guwahati,COLONEL GOKUL CHANDRA SINGHA,Independent,7678
S03,5,Guwahati,AMITABH SARMA,Ekam Sanatan Bharat Dal,7527
S03,5,Guwahati,KAZI NEKIB  AHMED,Independent,6761
S03,5,Guwahati,SAMAD CHOUDHURY,Bharatiya Gana Parishad,5095
S03,5,Guwahati,SHEJON GOYARY,Bahujan Maha Party,4847
S03,5,Guwahati,NOTA,None of the Above,20249
S03,14,Jorhat,GAURAV GOGOI,Indian National Congress,751771
S03,14,Jorhat,TOPON KUMAR GOGOI,Bharatiya Janata Party,607378
S03,14,Jorhat,ARUN CHANDRA HANDIQUE,Ekam Sanatan Bharat Dal,9086
S03,14,Jorhat,RAJ KUMAR DUWARA,Independent,8370
S03,14,Jorhat,NOTA,None of the Above,14555
S03,7,Karimganj,KRIPANATH MALLAH,Bharatiya Janata Party,545093
S03,7,Karimganj,HAFIZ RASHID AHMED CHOUDHURY,Indian National Congress,526733
S03,7,Karimganj,SAHABUL ISLAM CHOUDHURY,All India United Democratic Front,29205
S03,7,Karimganj,JIBESH DEB,Independent,7109
S03,7,Karimganj,DEBOJYOTI NATH,Independent,5907
S03,7,Karimganj,AHAD UDDIN,Rashtriya Ulama Council,4192
S03,7,Karimganj,BINAY KRISHNA ROY,Independent,3628
S03,7,Karimganj,DILIP KUMAR,Independent,2630
S03,7,Karimganj,ROSID AHMED LASKAR,Independent,2601
S03,7,Karimganj,MUZAKKIR HASAN LASKAR,Independent,2291
S03,7,Karimganj,ABDUL BASIT TAPADAR,Independent,1923
S03,7,Karimganj,GOPAL CHANDRA PAUL,Independent,1657
S03,7,Karimganj,MD. NAZRUL ISLAM LASKAR,Independent,1382
S03,7,Karimganj,SAHEL AHMED,Independent,1111
S03,7,Karimganj,ABDUL GOFFAR TALUKDAR,Independent,1095
S03,7,Karimganj,SAFIKUR RAHMAN HAZARI,Independent,1031
S03,7,Karimganj,PRAJJWAL SUDIP DEB,Socialist Unity Centre Of India (COMMUNIST),1001
S03,7,Karimganj,ABDUL KALAM MAZUMDER,Independent,975
S03,7,Karimganj,ALIM UDDIN MAZUMDER,Independent,882
S03,7,Karimganj,ABDUL HAMEED,Independent,842
S03,7,Karimganj,DEBASHISH GHOSH,Bangali Nabanirman Sena,817
S03,7,Karimganj,RASHID AHMED CHOUDHURY,Independent,721
S03,7,Karimganj,ABDUS  SUBHAN TAPADAR,Independent,571
S03,7,Karimganj,ROKIBUL HUSSAIN CHOUDHURY,Independent,545
S03,7,Karimganj,NOTA,None of the Above,2940
S03,10,Kaziranga,KAMAKHYA PRASAD TASA,Bharatiya Janata Party,897043
S03,10,Kaziranga,ROSELINA TIRKEY,Indian National Congress,648096
S03,10,Kaziranga,DILUWARA BEGUM CHOWDHURY,Independent,11743
S03,10,Kaziranga,BINOD GOGOI,Independent,10679
S03,10,Kaziranga,ANIMA DEKA GUPTA,Voters Party  International,8673
S03,10,Kaziranga,TRIDIV JYOTI BHUYAN,Independent,8128
S03,10,Kaziranga,ABDUL HOQUE,Independent,6441
S03,10,Kaziranga,JYOTISKA RANJAN GOSWAMI,Independent,4538
S03,10,Kaziranga,SAILEN CH MALAKAR,Bharatiya Gana Parishad,3720
S03,10,Kaziranga,SALIM AHMED,Asom Jana Morcha,3266
S03,10,Kaziranga,SALEH AHMED MAZUMDAR,Republican Party of India (Athawale),3179
S03,10,Kaziranga,NOTA,None of the Above,24431
S03,1,Kokrajhar,JOYANTA BASUMATARY,"United People’s Party, Liberal",488995
S03,1,Kokrajhar,KAMPA BORGOYARI,Bodoland Peoples Front,437412
S03,1,Kokrajhar,GARJAN MASHAHARY,Indian National Congress,113736
S03,1,Kokrajhar,BINITA DEKA,Gana Suraksha Party,94189
S03,1,Kokrajhar,PRITHVIRAJ NARAYAN DEV MECH,Independent,33737
S03,1,Kokrajhar,GAURI SANKAR SARANIA,All India Trinamool Congress,23519
S03,1,Kokrajhar,RANJAY KR BRAHMA,Independent,8830
S03,1,Kokrajhar,LALIT PEGU,Voters Party  International,7932
S03,1,Kokrajhar,JYOTISH KUMAR DAS,Independent,6106
S03,1,Kokrajhar,PANKAJ ISLARY,Independent,4508
S03,1,Kokrajhar,TRIPTINA RABHA,Independent,4540
S03,1,Kokrajhar,AJOY NARZARY,Independent,4080
S03,1,Kokrajhar,NOTA,None of the Above,13912
S03,12,Lakhimpur,PRADAN BARUAH,Bharatiya Janata Party,663122
S03,12,Lakhimpur,UDAY SHANKAR HAZARIKA,Indian National Congress,461865
S03,12,Lakhimpur,DHIREN KACHARI,Communist Party of India,19631
S03,12,Lakhimpur,GHANA KANTA CHUTIA,All India Trinamool Congress,14197
S03,12,Lakhimpur,BIKRAM RAMCHIARY,Independent,10293
S03,12,Lakhimpur,GOBIN BISWAKARMA,Independent,7526
S03,12,Lakhimpur,DEBA NATH PAIT,Independent,6163
S03,12,Lakhimpur,PALLAB PEGU,Socialist Unity Centre Of India (COMMUNIST),6137
S03,12,Lakhimpur,BIREN BAILUNG,Voters Party  International,5359
S03,12,Lakhimpur,NOTA,None of the Above,16921
S03,9,Nagaon,PRADYUT BORDOLOI,Indian National Congress,788850
S03,9,Nagaon,SURESH BORAH,Bharatiya Janata Party,576619
S03,9,Nagaon,AMINUL ISLAM,All India United Democratic Front,137340
S03,9,Nagaon,SIKHA SARMA,Independent,6620
S03,9,Nagaon,SAMSUL ALAM,Independent,5069
S03,9,Nagaon,BIPAD BHANJAN SARKAR,Independent,4885
S03,9,Nagaon,ANUPAM BARUAH,Jai Prakash Janata Dal,4319
S03,9,Nagaon,NIKHIL DEKARAJA,Independent,3627
S03,9,Nagaon,RABBUL HAQUE,Rashtriya Ulama Council,2559
S03,9,Nagaon,ABU SHAMA,Independent,2238
S03,9,Nagaon,ABU EUSUF MD RAIHAN UDDIN,Independent,2030
S03,9,Nagaon,SANTANU MUKHERJEE,Bharatiya Gana Parishad,2010
S03,9,Nagaon,SAIFUL ISLAM CHOUDHURY,Asom Jana Morcha,1837
S03,9,Nagaon,NOTA,None of the Above,11995
S03,8,Silchar,PARIMAL SUKLABAIDYA,Bharatiya Janata Party,652405
S03,8,Silchar,SURYA KANTA SARKAR,Indian National Congress,388094
S03,8,Silchar,RADHESHYAM BISWAS,All India Trinamool Congress,20493
S03,8,Silchar,RAJU DAS,Independent,4597
S03,8,Silchar,PROBASH CHANDRA SARKAR,Socialist Unity Centre Of India (COMMUNIST),4534
S03,8,Silchar,ANANTA MOHAN ROY,Independent,3143
S03,8,Silchar,RAJIB DAS,Bahujan Maha Party,1867
S03,8,Silchar,BARINDRA KUMAR DAS,Bangali Nabanirman Sena,1593
S03,8,Silchar,NOTA,None of the Above,12700
S03,11,Sonitpur,RANJIT DUTTA,Bharatiya Janata Party,775788
S03,11,Sonitpur,PREMLAL GANJU,Indian National Congress,414380
S03,11,Sonitpur,RISHIRAJ KAUNDINYA,Aam Aadmi Party,33048
S03,11,Sonitpur,RAJU DEURI,Bodoland Peoples Front,19892
S03,11,Sonitpur,PRADIP BHANDARI,Independent,8205
S03,11,Sonitpur,KAMESWAR SWARGIARY,Voters Party  International,7382
S03,11,Sonitpur,RINKU ROY,Gana Suraksha Party,6823
S03,11,Sonitpur,ALAM ALI,Bahujan Maha Party,4202
S03,11,Sonitpur,NOTA,None of the Above,18748
S04,9,Araria,PRADEEP KUMAR SINGH,Bharatiya Janata Party,600146
S04,9,Araria,SHAHNAWAZ,Rashtriya Janata Dal,580052
S04,9,Araria,SHATRUGHAN PRASAD SUMAN,Independent,13746
S04,9,Araria,MD GHOUSUL AZAM,Bahujan Samaj Party,12690
S04,9,Araria,MD. MOBINUL HAQUE,Independent,12008
S04,9,Araria,MD. ISMAIL,Bharatiya Momin Front,7354
S04,9,Araria,AKHILESH KUMAR,Independent,5120
S04,9,Araria,MUSHTAK ALAM,Independent,4899
S04,9,Araria,ZAWED AKHTAR,The National Road Map Party of India,3041
S04,9,Araria,NOTA,None of the Above,13504
S04,32,Arrah,SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation),529382
S04,32,Arrah,R. K. SINGH,Bharatiya Janata Party,469574
S04,32,Arrah,VIRENDRA KUMAR SINGH,Independent,23635
S04,32,Arrah,SHIV DAS SINGH,Independent,13379
S04,32,Arrah,LAL BADSAH SINGH,Bahujan Samaj Party,10826
S04,32,Arrah,KRISHNA PASWAN,Bhartiya Kranti Vir Party,8749
S04,32,Arrah,RANDHIR LAL,Independent,5766
S04,32,Arrah,NAVNIT KUMAR,Independent,4773
S04,32,Arrah,RAM SARE SINGH,Peoples Party of India (Democratic),2541
S04,32,Arrah,DHARMATMA SHARMA,Socialist Unity Centre Of India (COMMUNIST),2467
S04,32,Arrah,RAMJEE SINGH,Voters Party  International,2440
S04,32,Arrah,ASHOK TIWARY,Independent,2295
S04,32,Arrah,MANMOHAN SINGH,Rashtrawadi Janlok Party (Satya),2097
S04,32,Arrah,SUMITRA DEVI,Jagrook Janta Party,1674
S04,32,Arrah,NOTA,None of the Above,16963
S04,37,Aurangabad,ABHAY KUMAR SINHA,Rashtriya Janata Dal,465567
S04,37,Aurangabad,SUSHIL KUMAR SINGH,Bharatiya Janata Party,386456
S04,37,Aurangabad,SUNESH KUMAR,Bahujan Samaj Party,20309
S04,37,Aurangabad,PRATIBHA RANI,Peoples Party of India (Democratic),12308
S04,37,Aurangabad,RAJ BALLABH SINGH,Independent,11159
S04,37,Aurangabad,RAMJIT SINGH,Rashtriya Jansambhavna Party,9243
S04,37,Aurangabad,SURESH PRASAD VERMA,Independent,6711
S04,37,Aurangabad,MOHAMMAD WALIULLAH KHAN,Independent,6604
S04,37,Aurangabad,SHAILESH RAHI,Akhil Hind Forward Bloc (Krantikari),4896
S04,37,Aurangabad,NOTA,None of the Above,22627
S04,27,Banka,GIRIDHARI YADAV,Janata Dal  (United),506678
S04,27,Banka,JAI PRAKASH NARAYAN YADAV,Rashtriya Janata Dal,402834
S04,27,Banka,NARESH YADAV,Independent,14939
S04,27,Banka,JAY PRAKASH YADAV,Rashtriya Jansambhavna Party,12277
S04,27,Banka,AMRIT TANTI,Bhartiya Dalit Party,9670
S04,27,Banka,NARESH KUMAR PRIYADARSHI,Independent,8125
S04,27,Banka,GANESH KUMAR KUSHAWAHA,Samata Party,7645
S04,27,Banka,UTTAM KUMAR SINGH,Aam Janta Party Rashtriya,6911
S04,27,Banka,KAVINDRA PANDIT,Socialist Unity Centre Of India (COMMUNIST),5246
S04,27,Banka,UMAKANT YADAV,Independent,4941
S04,27,Banka,NOTA,None of the Above,34889
S04,24,Begusarai,GIRIRAJ SINGH,Bharatiya Janata Party,649331
S04,24,Begusarai,ABDHESH KUMAR ROY,Communist Party of India,567851
S04,24,Begusarai,INDRAJEET KUMAR ROY,Independent,12953
S04,24,Begusarai,RAJNISH KUMAR MUKHIYA,Rashtriya Jansambhavna Party,10872
S04,24,Begusarai,ADV CHANDAN KUMAR DAS,Bahujan Samaj Party,8453
S04,24,Begusarai,RAM BADAN RAI,Karpoori Janta Dal,6644
S04,24,Begusarai,MD SHAHNAWAZ HASSAN,Independent,6152
S04,24,Begusarai,ARUN KUMAR,Independent,4045
S04,24,Begusarai,RAJ KUMAR SAH,Akhil Bhartiya Parivar Party,3350
S04,24,Begusarai,RAMUDGAR,Socialist Unity Centre Of India (COMMUNIST),2640
S04,24,Begusarai,NOTA,None of the Above,22382
S04,26,Bhagalpur,AJAY KUMAR MANDAL,Janata Dal  (United),536031
S04,26,Bhagalpur,AJEET SHARMA,Indian National Congress,431163
S04,26,Bhagalpur,POONAM SINGH,Bahujan Samaj Party,12646
S04,26,Bhagalpur,HARERAM YADAV,Independent,12258
S04,26,Bhagalpur,DEEPAK KUMAR SINGH,Rashtriya Jansambhavna Party,7670
S04,26,Bhagalpur,CHHOTE LAL KUMAR,Independent,6683
S04,26,Bhagalpur,RAMESH TUDU,Independent,6634
S04,26,Bhagalpur,UMESH PRASAD YADAV,Peoples Party of India (Democratic),5126
